Simulation:,Air Resistance
Trajectory,X,Y
Angle 61,497.999125345001,886.802024691608
Angle 61,530.489836642261,943.880023347246
Angle 61,562.895191490509,1000.71007221455
Angle 61,595.215748154029,1057.29340846924
Angle 61,627.452059888708,1113.6312578107
Angle 61,659.604675002196,1169.72483459859
Angle 61,691.674136913166,1225.57534198748
Angle 61,723.66098420969,1281.18397205947
Angle 61,755.565750706732,1336.55190595473
Angle 61,787.388965502796,1391.68031400028
Angle 61,819.131153035732,1446.57035583665
Angle 61,850.792833137707,1501.22318054285
Angle 61,882.374521089377,1555.6399267594
Angle 61,913.876727673252,1609.82172280955
Angle 61,945.299959226282,1663.76968681875
Angle 61,976.644717691676,1717.48492683243
Angle 61,1007.91150066996,1770.9685409319
Angle 61,1039.10080146929,1824.22161734876
Angle 61,1070.21310915505,1877.24523457752
Angle 61,1101.24890859872,1930.04046148664
Angle 61,1132.20868052601,1982.60835742797
Angle 61,1163.09290156439,2034.94997234462
Angle 61,1193.90204428983,2087.06634687728
Angle 61,1224.63657727294,2138.95851246898
Angle 61,1255.29696512444,2190.62749146848
Angle 61,1285.88366853997,2242.07429723202
Angle 61,1316.39714434425,2293.29993422379
Angle 61,1346.83784553468,2344.30539811488
Angle 61,1377.20622132423,2395.09167588087
Angle 61,1407.50271718382,2445.65974589804
Angle 61,1437.72777488403,2496.01057803825
Angle 61,1467.88183253626,2546.14513376248
Angle 61,1497.96532463335,2596.0643662131
Angle 61,1527.97868208954,2645.76922030476
Angle 61,1557.92233227997,2695.26063281417
Angle 61,1587.7966990796,2744.53953246851
Angle 61,1617.60220290155,2793.60684003269
Angle 61,1647.33926073498,2842.46346839541
Angle 61,1677.00828618242,2891.11032265398
Angle 61,1706.60968949657,2939.54830019809
Angle 61,1736.14387761662,2987.77829079233
Angle 61,1765.61125420406,3035.80117665764
Angle 61,1795.01221967804,3083.61783255166
Angle 61,1824.34717125019,3131.22912584798
Angle 61,1853.61650295901,3178.63591661434
Angle 61,1882.8206057038,3225.83905768972
Angle 61,1911.95986727809,3272.83939476049
Angle 61,1941.03467240267,3319.63776643549
Angle 61,1970.04540275818,3366.23500432006
Angle 61,1998.99243701719,3412.63193308919
Angle 61,2027.87615087593,3458.82937055962
Angle 61,2056.6969170856,3504.82812776101
Angle 61,2085.4551054832,3550.62900900619
Angle 61,2114.15108302198,3596.23281196045
Angle 61,2142.78521380156,3641.64032770994
Angle 61,2171.35785909751,3686.85234082917
Angle 61,2199.86937739068,3731.86962944765
Angle 61,2228.32012439607,3776.69296531562
Angle 61,2256.71045309134,3821.32311386893
Angle 61,2285.04071374494,3865.76083429315
Angle 61,2313.3112539439,3910.00687958675
Angle 61,2341.52241862121,3954.06199662354
Angle 61,2369.67455008293,3997.92692621426
Angle 61,2397.76798803484,4041.60240316743
Angle 61,2425.80306960884,4085.08915634933
Angle 61,2453.78012938896,4128.38790874337
Angle 61,2481.69949943704,4171.49937750852
Angle 61,2509.56150931813,4214.42427403712
Angle 61,2537.36648612546,4257.16330401195
Angle 61,2565.11475450524,4299.71716746251
Angle 61,2592.80663668097,4342.08655882069
Angle 61,2620.44245247763,4384.27216697561
Angle 61,2648.02251934539,4426.27467532791
Angle 61,2675.54715238315,4468.09476184327
Angle 61,2703.01666436169,4509.73309910531
Angle 61,2730.43136574661,4551.19035436776
Angle 61,2757.79156472092,4592.4671896061
Angle 61,2785.09756720737,4633.56426156846
Angle 61,2812.34967689051,4674.4822218259
Angle 61,2839.54819523846,4715.22171682216
Angle 61,2866.6934215244,4755.78338792265
Angle 61,2893.78565284784,4796.16787146301
Angle 61,2920.82518415556,4836.37579879691
Angle 61,2947.81230826236,4876.4077963434
Angle 61,2974.74731587149,4916.26448563359
Angle 61,3001.63049559484,4955.94648335683
Angle 61,3028.46213397298,4995.45440140627
Angle 61,3055.24251549476,5034.78884692395
Angle 61,3081.97192261689,5073.95042234522
Angle 61,3108.65063578309,5112.93972544278
Angle 61,3135.27893344315,5151.75734937007
Angle 61,3161.85709207165,5190.40388270419
Angle 61,3188.38538618654,5228.87990948832
Angle 61,3214.86408836744,5267.18600927359
Angle 61,3241.29346927373,5305.32275716049
Angle 61,3267.67379766242,5343.29072383979
Angle 61,3294.00534040583,5381.09047563293
Angle 61,3320.28836250902,5418.72257453202
Angle 61,3346.52312712703,5456.18757823925
Angle 61,3372.70989558193,5493.48604020597
Angle 61,3398.84892737962,5530.61850967118
Angle 61,3424.94048022645,5567.58553169968
Angle 61,3450.9848100457,5604.38764721974
Angle 61,3476.98217099375,5641.02539306026
Angle 61,3502.93281547615,5677.49930198762
Angle 61,3528.83699416346,5713.80990274204
Angle 61,3554.69495600694,5749.95772007347
Angle 61,3580.50694825396,5785.94327477719
Angle 61,3606.27321646336,5821.76708372889
Angle 61,3631.99400452054,5857.42965991939
Angle 61,3657.66955465235,5892.93151248898
Angle 61,3683.30010744195,5928.27314676133
Angle 61,3708.88590184327,5963.45506427705
Angle 61,3734.42717519554,5998.47776282685
Angle 61,3759.92416323745,6033.34173648431
Angle 61,3785.37710012129,6068.0474756383
Angle 61,3810.78621842684,6102.59546702504
Angle 61,3836.1517491751,6136.98619375981
Angle 61,3861.47392184192,6171.22013536821
Angle 61,3886.75296437145,6205.29776781723
Angle 61,3911.98910318936,6239.21956354582
Angle 61,3937.182563216,6272.98599149524
Angle 61,3962.3335678794,6306.59751713895
Angle 61,3987.44233912804,6340.0546025123
Angle 61,4012.50909744358,6373.35770624179
Angle 61,4037.53406185333,6406.50728357406
Angle 61,4062.51744994271,6439.50378640452
Angle 61,4087.45947786743,6472.34766330573
Angle 61,4112.36036036562,6505.03935955539
Angle 61,4137.2203107698,6537.57931716409
Angle 61,4162.03954101869,6569.96797490269
Angle 61,4186.81826166891,6602.2057683295
Angle 61,4211.55668190655,6634.29312981705
Angle 61,4236.25500955857,6666.23048857868
Angle 61,4260.91345110413,6698.01827069472
Angle 61,4285.53221168572,6729.65689913853
Angle 61,4310.11149512023,6761.14679380212
Angle 61,4334.65150390985,6792.48837152162
Angle 61,4359.15243925288,6823.68204610237
Angle 61,4383.61450105434,6854.72822834382
Angle 61,4408.03788793661,6885.62732606414
Angle 61,4432.42279724977,6916.37974412452
Angle 61,4456.76942508197,6946.98588445332
Angle 61,4481.07796626958,6977.44614606984
Angle 61,4505.3486144073,7007.76092510794
Angle 61,4529.58156185811,7037.93061483937
Angle 61,4553.77699976312,7067.95560569684
Angle 61,4577.9351180513,7097.83628529685
Angle 61,4602.05610544914,7127.57303846234
Angle 61,4626.14014949014,7157.16624724505
Angle 61,4650.18743652424,7186.61629094761
Angle 61,4674.19815172714,7215.92354614552
Angle 61,4698.17247910948,7245.08838670878
Angle 61,4722.11060152594,7274.11118382338
Angle 61,4746.01270068427,7302.9923060125
Angle 61,4769.87895715414,7331.7321191576
Angle 61,4793.70955037597,7360.33098651914
Angle 61,4817.50465866963,7388.78926875723
Angle 61,4841.26445924301,7417.10732395199
Angle 61,4864.98912820055,7445.28550762375
Angle 61,4888.67884055165,7473.32417275299
Angle 61,4912.33377021896,7501.22366980012
Angle 61,4935.95409004661,7528.98434672507
Angle 61,4959.53997180836,7556.60654900664
Angle 61,4983.0915862156,7584.0906196617
Angle 61,5006.60910292532,7611.43689926415
Angle 61,5030.09269054797,7638.64572596377
Angle 61,5053.54251665522,7665.71743550477
Angle 61,5076.95874778762,7692.65236124427
Angle 61,5100.34154946224,7719.45083417052
Angle 61,5123.69108618016,7746.11318292098
Angle 61,5147.00752143389,7772.6397338002
Angle 61,5170.2910177147,7799.03081079752
Angle 61,5193.54173651992,7825.28673560464
Angle 61,5216.75983836007,7851.40782763299
Angle 61,5239.945482766,7877.39440403089
Angle 61,5263.09882829588,7903.24677970065
Angle 61,5286.22003254213,7928.96526731537
Angle 61,5309.30925213833,7954.55017733569
Angle 61,5332.36664276593,7980.00181802636
Angle 61,5355.39235916101,8005.32049547257
Angle 61,5378.38655512089,8030.50651359622
Angle 61,5401.3493835107,8055.56017417199
Angle 61,5424.28099626983,8080.48177684329
Angle 61,5447.18154441835,8105.271619138
Angle 61,5470.05117806338,8129.92999648413
Angle 61,5492.89004640528,8154.45720222526
Angle 61,5515.69829774391,8178.85352763594
Angle 61,5538.47607948472,8203.11926193682
Angle 61,5561.2235381448,8227.25469230975
Angle 61,5583.94081935886,8251.26010391267
Angle 61,5606.62806788516,8275.13577989439
Angle 61,5629.28542761134,8298.88200140924
Angle 61,5651.9130415602,8322.49904763155
Angle 61,5674.51105189541,8345.98719577008
Angle 61,5697.07959992718,8369.34672108219
Angle 61,5719.6188261178,8392.57789688802
Angle 61,5742.12887008721,8415.68099458443
Angle 61,5764.6098706184,8438.6562836589
Angle 61,5787.06196566282,8461.50403170323
Angle 61,5809.48529234574,8484.22450442719
Angle 61,5831.87998697146,8506.817965672
Angle 61,5854.24618502855,8529.2846774237
Angle 61,5876.58402119499,8551.6248998264
Angle 61,5898.89362934324,8573.83889119547
Angle 61,5921.17514254528,8595.92690803049
Angle 61,5943.42869307757,8617.88920502823
Angle 61,5965.65441242593,8639.72603509542
Angle 61,5987.85243129044,8661.43764936143
Angle 61,6010.02287959019,8683.0242971909
Angle 61,6032.16588646802,8704.48622619614
Angle 61,6054.28158029521,8725.82368224959
Angle 61,6076.37008867609,8747.03690949601
Angle 61,6098.43153845264,8768.12615036467
Angle 61,6120.46605570892,8789.09164558141
Angle 61,6142.47376577564,8809.93363418059
Angle 61,6164.45479323446,8830.65235351696
Angle 61,6186.40926192242,8851.24803927742
Angle 61,6208.33729493618,8871.72092549267
Angle 61,6230.23901463629,8892.07124454881
Angle 61,6252.1145426514,8912.29922719877
Angle 61,6273.96399988236,8932.40510257374
Angle 61,6295.78750650635,8952.38909819444
Angle 61,6317.5851819809,8972.25143998232
Angle 61,6339.35714504788,8991.99235227067
Angle 61,6361.10351373746,9011.61205781566
Angle 61,6382.82440537199,9031.11077780727
Angle 61,6404.5199365698,9050.48873188012
Angle 61,6426.1902232491,9069.7461381243
Angle 61,6447.8353806316,9088.88321309598
Angle 61,6469.45552324632,9107.90017182807
Angle 61,6491.05076493315,9126.79722784072
Angle 61,6512.62121884653,9145.57459315178
Angle 61,6534.16699745897,9164.23247828713
Angle 61,6555.68821256456,9182.77109229103
Angle 61,6577.18497528247,9201.19064273627
Angle 61,6598.65739606032,9219.49133573433
Angle 61,6620.10558467762,9237.67337594548
Angle 61,6641.52965024906,9255.73696658871
Angle 61,6662.92970122781,9273.68230945168
Angle 61,6684.30584540878,9291.5096049006
Angle 61,6705.6581899318,9309.21905188993
Angle 61,6726.98684128481,9326.81084797217
Angle 61,6748.29190530695,9344.28518930747
Angle 61,6769.57348719165,9361.64227067318
Angle 61,6790.83169148966,9378.88228547343
Angle 61,6812.06662211205,9396.00542574851
Angle 61,6833.27838233314,9413.01188218427
Angle 61,6854.46707479347,9429.90184412148
Angle 61,6875.63280150257,9446.67549956505
Angle 61,6896.7756638419,9463.33303519322
Angle 61,6917.89576256756,9479.87463636675
Angle 61,6938.99319781309,9496.30048713796
Angle 61,6960.06806909217,9512.61077025976
Angle 61,6981.12047530128,9528.80566719463
Angle 61,7002.15051472235,9544.88535812352
Angle 61,7023.15828502537,9560.85002195473
Angle 61,7044.14388327092,9576.69983633268
Angle 61,7065.10740591274,9592.43497764668
Angle 61,7086.04894880015,9608.05562103962
Angle 61,7106.96860718058,9623.56194041665
Angle 61,7127.86647570192,9638.95410845373
Angle 61,7148.74264841494,9654.23229660619
Angle 61,7169.59721877559,9669.39667511729
Angle 61,7190.43027964736,9684.44741302657
Angle 61,7211.24192330352,9699.38467817834
Angle 61,7232.03224142934,9714.20863723001
Angle 61,7252.80132512436,9728.91945566042
Angle 61,7273.54926490448,9743.51729777807
Angle 61,7294.27615070415,9758.00232672942
Angle 61,7314.98207187846,9772.37470450701
Angle 61,7335.6671172052,9786.63459195765
Angle 61,7356.3313748869,9800.78214879049
Angle 61,7376.97493255286,9814.81753358513
Angle 61,7397.59787726108,9828.74090379962
Angle 61,7418.20029550023,9842.55241577844
Angle 61,7438.78227319156,9856.25222476046
Angle 61,7459.34389569075,9869.84048488686
Angle 61,7479.88524778982,9883.31734920903
Angle 61,7500.40641371888,9896.68296969637
Angle 61,7520.90747714794,9909.93749724412
Angle 61,7541.3885211887,9923.08108168115
Angle 61,7561.84962839624,9936.1138717777
Angle 61,7582.29088077072,9949.03601525308
Angle 61,7602.71235975909,9961.84765878336
Angle 61,7623.11414625669,9974.54894800904
Angle 61,7643.49632060889,9987.14002754264
Angle 61,7663.85896261265,9999.6210409763
Angle 61,7684.20215151812,10011.9921308894
Angle 61,7704.52596603014,10024.2534388559
Angle 61,7724.83048430976,10036.4051054523
Angle 61,7745.11578397571,10048.4472702646
Angle 61,7765.38194210585,10060.380071896
Angle 61,7785.62903523863,10072.2036479745
Angle 61,7805.85713937445,10083.9181351599
Angle 61,7826.06632997707,10095.5236691516
Angle 61,7846.25668197494,10107.0203846958
Angle 61,7866.42826976254,10118.4084155929
Angle 61,7886.58116720169,10129.6878947045
Angle 61,7906.71544762283,10140.8589539613
Angle 61,7926.83118382626,10151.9217243699
Angle 61,7946.9284480834,10162.8763360202
Angle 61,7967.00731213799,10173.7229180929
Angle 61,7987.06784720728,10184.4615988662
Angle 61,8007.11012398322,10195.0925057235
Angle 61,8027.13421263357,10205.6157651605
Angle 61,8047.14018280308,10216.0315027922
Angle 61,8067.12810361455,10226.3398433601
Angle 61,8087.09804366994,10236.5409107394
Angle 61,8107.05007105143,10246.6348279465
Angle 61,8126.98425332247,10256.6217171452
Angle 61,8146.90065752882,10266.501699655
Angle 61,8166.79935019957,10276.2748959572
Angle 61,8186.68039734807,10285.9414257024
Angle 61,8206.54386447299,10295.5014077178
Angle 61,8226.38981655923,10304.9549600137
Angle 61,8246.21831807888,10314.3021997912
Angle 61,8266.02943299212,10323.5432434485
Angle 61,8285.82322474817,10332.6782065889
Angle 61,8305.59975628614,10341.7072040267
Angle 61,8325.35909003595,10350.6303497953
Angle 61,8345.10128791917,10359.4477571533
Angle 61,8364.82641134986,10368.1595385924
Angle 61,8384.53452123546,10376.7658058433
Angle 61,8404.22567797753,10385.2666698839
Angle 61,8423.89994147266,10393.6622409454
Angle 61,8443.55737111319,10401.9526285195
Angle 61,8463.19802578801,10410.1379413656
Angle 61,8482.82196388337,10418.2182875177
Angle 61,8502.42924328364,10426.1937742911
Angle 61,8522.01992137201,10434.0645082896
Angle 61,8541.59405503131,10441.8305954125
Angle 61,8561.15170064469,10449.4921408614
Angle 61,8580.69291409638,10457.0492491472
Angle 61,8600.21775077238,10464.5020240973
Angle 61,8619.72626556119,10471.8505688619
Angle 61,8639.21851285451,10479.0949859218
Angle 61,8658.69454654794,10486.2353770947
Angle 61,8678.15442004165,10493.2718435424
Angle 61,8697.59818624108,10500.2044857778
Angle 61,8717.02589755762,10507.0334036716
Angle 61,8736.43760590927,10513.7586964594
Angle 61,8755.83336272133,10520.380462749
Angle 61,8775.21321892704,10526.8988005265
Angle 61,8794.57722496827,10533.313807164
Angle 61,8813.92543079616,10539.6255794264
Angle 61,8833.25788587178,10545.8342134778
Angle 61,8852.57463916677,10551.9398048894
Angle 61,8871.87573916406,10557.9424486454
Angle 61,8891.16123385843,10563.8422391509
Angle 61,8910.43117075724,10569.6392702383
Angle 61,8929.68559688103,10575.3336351741
Angle 61,8948.92455876424,10580.9254266664
Angle 61,8968.14810245579,10586.4147368716
Angle 61,8987.35627351979,10591.8016574012
Angle 61,9006.54911703621,10597.0862793288
Angle 61,9025.72667760148,10602.2686931974
Angle 61,9044.88899932925,10607.348989026
Angle 61,9064.03612585099,10612.3272563165
Angle 61,9083.16810031671,10617.203584061
Angle 61,9102.28496539561,10621.9780607487
Angle 61,9121.3867632768,10626.6507743725
Angle 61,9140.47353566999,10631.2218124364
Angle 61,9159.54532380617,10635.6912619622
Angle 61,9178.60216843836,10640.0592094967
Angle 61,9197.64410984227,10644.3257411184
Angle 61,9216.67118781711,10648.4909424447
Angle 61,9235.68344168624,10652.5548986387
Angle 61,9254.68091029798,10656.5176944163
Angle 61,9273.66363202632,10660.3794140533
Angle 61,9292.63164477174,10664.1401413917
Angle 61,9311.58498596192,10667.7999598478
Angle 61,9330.5236925526,10671.3589524181
Angle 61,9349.44780102832,10674.8172016868
Angle 61,9368.35734740329,10678.1747898329
Angle 61,9387.25236722219,10681.4317986367
Angle 61,9406.132895561,10684.5883094871
Angle 61,9424.99896702787,10687.6444033886
Angle 61,9443.85061576401,10690.600160968
Angle 61,9462.68787544454,10693.4556624816
Angle 61,9481.51077927944,10696.2109878221
Angle 61,9500.31936001439,10698.8662165253
Angle 61,9519.11364993181,10701.4214277776
Angle 61,9537.89368085171,10703.8767004224
Angle 61,9556.65948413272,10706.2321129674
Angle 61,9575.41109067307,10708.4877435913
Angle 61,9594.14853091158,10710.6436701508
Angle 61,9612.87183482868,10712.6999701877
Angle 61,9631.58103194748,10714.6567209355
Angle 61,9650.27615133482,10716.5139993266
Angle 61,9668.95722160232,10718.2718819991
Angle 61,9687.62427090756,10719.9304453036
Angle 61,9706.27732695511,10721.4897653101
Angle 61,9724.91641699775,10722.9499178151
Angle 61,9743.5415678376,10724.3109783483
Angle 61,9762.15280582731,10725.5730221793
Angle 61,9780.75015687129,10726.7361243248
Angle 61,9799.33364642691,10727.800359555
Angle 61,9817.90329950577,10728.7658024009
Angle 61,9836.459140675,10729.6325271607
Angle 61,9855.00119405851,10730.4006079068
Angle 61,9873.52948333838,10731.0701184926
Angle 61,9892.04403175613,10731.6411325592
Angle 61,9910.54486211417,10732.113723542
Angle 61,9929.03199677714,10732.4879646776
Angle 61,9947.50545767334,10732.7639290108
Angle 61,9965.9652662962,10732.9416894005
Angle 61,9984.41144370573,10733.0213185272
Angle 61,10002.84401053,10733.0028888993
Angle 61,10021.2629869667,10732.8864728595
Angle 61,10039.6683927846,10732.6721425921
Angle 61,10058.0602473253,10732.3599701288
Angle 61,10076.4385695045,10731.9500273557
Angle 61,10094.803377814,10731.4423860201
Angle 61,10113.1546903232,10730.8371177363
Angle 61,10131.4925246805,10730.1342939929
Angle 61,10149.8168981155,10729.3339861585
Angle 61,10168.1278274403,10728.4362654889
Angle 61,10186.4253290513,10727.441203133
Angle 61,10204.7094189314,10726.3488701395
Angle 61,10222.9801126513,10725.159337463
Angle 61,10241.2374253713,10723.8726759705
Angle 61,10259.4813718437,10722.4889564478
Angle 61,10277.711966414,10721.0082496054
Angle 61,10295.9292230235,10719.4306260854
Angle 61,10314.1331552105,10717.756156467
Angle 61,10332.3237761127,10715.9849112732
Angle 61,10350.5010984693,10714.1169609767
Angle 61,10368.6651346224,10712.152376006
Angle 61,10386.8158965197,10710.0912267516
Angle 61,10404.9533957161,10707.9335835721
Angle 61,10423.0776433761,10705.6795167999
Angle 61,10441.1886502755,10703.3290967476
Angle 61,10459.286426804,10700.8823937135
Angle 61,10477.3709829668,10698.3394779879
Angle 61,10495.4423283874,10695.7004198585
Angle 61,10513.5004723093,10692.9652896168
Angle 61,10531.5454235983,10690.1341575631
Angle 61,10549.5771907451,10687.2070940132
Angle 61,10567.5957818669,10684.1841693031
Angle 61,10585.6012047104,10681.0654537953
Angle 61,10603.5934666537,10677.8510178843
Angle 61,10621.5725747086,10674.540932002
Angle 61,10639.5385355232,10671.1352666232
Angle 61,10657.491355384,10667.6340922713
Angle 61,10675.4310402185,10664.0374795234
Angle 61,10693.3575955975,10660.3454990162
Angle 61,10711.2710267377,10656.5582214507
Angle 61,10729.1713385038,10652.6757175979
Angle 61,10747.0585354114,10648.6980583039
Angle 61,10764.9326216291,10644.625314495
Angle 61,10782.7936009814,10640.4575571831
Angle 61,10800.6414769507,10636.1948574707
Angle 61,10818.4762526805,10631.8372865556
Angle 61,10836.2979309775,10627.3849157363
Angle 61,10854.1065143143,10622.837816417
Angle 61,10871.9020048318,10618.1960601121
Angle 61,10889.6844043424,10613.459718451
Angle 61,10907.453714332,10608.6288631836
Angle 61,10925.2099359628,10603.7035661842
Angle 61,10942.9530700761,10598.6838994565
Angle 61,10960.6831171952,10593.5699351384
Angle 61,10978.4000775273,10588.3617455064
Angle 61,10996.1039509669,10583.05940298
Angle 61,11013.7947370984,10577.6629801264
Angle 61,11031.4724351986,10572.1725496646
Angle 61,11049.1370442395,10566.5881844703
Angle 61,11066.7885628913,10560.9099575795
Angle 61,11084.4269895246,10555.1379421932
Angle 61,11102.0523222139,10549.2722116815
Angle 61,11119.6645587397,10543.3128395877
Angle 61,11137.2636965918,10537.2598996324
Angle 61,11154.8497329717,10531.1134657174
Angle 61,11172.4226647956,10524.8736119298
Angle 61,11189.9824886973,10518.5404125459
Angle 61,11207.5292010308,10512.1139420349
Angle 61,11225.0627978733,10505.5942750628
Angle 61,11242.5832750279,10498.9814864963
Angle 61,11260.0906280264,10492.2756514061
Angle 61,11277.5848521325,10485.4768450708
Angle 61,11295.0659423441,10478.5851429805
Angle 61,11312.5338933968,10471.60062084
Angle 61,11329.988699766,10464.5233545724
Angle 61,11347.4303556704,10457.3534203229
Angle 61,11364.8588550745,10450.0908944612
Angle 61,11382.2741916918,10442.7358535859
Angle 61,11399.6763589872,10435.2883745267
Angle 61,11417.0653501802,10427.7485343483
Angle 61,11434.4411582478,10420.1164103531
Angle 61,11451.8037759272,10412.3920800842
Angle 61,11469.1531957188,10404.575621329
Angle 61,11486.4894098888,10396.6671121211
Angle 61,11503.8124104725,10388.6666307442
Angle 61,11521.1221892769,10380.5742557344
Angle 61,11538.4187378837,10372.3900658827
Angle 61,11555.7020476519,10364.1141402385
Angle 61,11572.9721097211,10355.7465581115
Angle 61,11590.2289150139,10347.2873990745
Angle 61,11607.4724542391,10338.7367429664
Angle 61,11624.7027178944,10330.0946698938
Angle 61,11641.9196962694,10321.3612602343
Angle 61,11659.1233794482,10312.5365946382
Angle 61,11676.3137573125,10303.6207540313
Angle 61,11693.4908195441,10294.6138196169
Angle 61,11710.6545556282,10285.515872878
Angle 61,11727.804954856,10276.3269955794
Angle 61,11744.9420063272,10267.0472697702
Angle 61,11762.0656989535,10257.6767777852
Angle 61,11779.1760214608,10248.2156022473
Angle 61,11796.2729623923,10238.6638260696
Angle 61,11813.3565101111,10229.0215324568
Angle 61,11830.4266528034,10219.2888049072
Angle 61,11847.4833784806,10209.4657272146
Angle 61,11864.5266749828,10199.5523834701
Angle 61,11881.556529981,10189.5488580634
Angle 61,11898.5729309802,10179.4552356847
Angle 61,11915.575865322,10169.2716013262
Angle 61,11932.5653201872,10158.9980402836
Angle 61,11949.5412825988,10148.6346381576
Angle 61,11966.5037394245,10138.1814808553
Angle 61,11983.4526773797,10127.6386545916
Angle 61,12000.3880830296,10117.0062458902
Angle 61,12017.3099427926,10106.2843415854
Angle 61,12034.2182429425,10095.473028823
Angle 61,12051.1129696111,10084.5723950613
Angle 61,12067.9941087913,10073.5825280728
Angle 61,12084.8616463394,10062.5035159444
Angle 61,12101.7155679776,10051.3354470795
Angle 61,12118.5558592971,10040.0784101978
Angle 61,12135.3825057601,10028.7324943372
Angle 61,12152.1954927028,10017.2977888543
Angle 61,12168.9948053379,10005.7743834249
Angle 61,12185.780428757,9994.16236804559
Angle 61,12202.5523479334,9982.46183303369
Angle 61,12219.3105477243,9970.67286902845
Angle 61,12236.0550128736,9958.79556699152
Angle 61,12252.7857280143,9946.83001820759
Angle 61,12269.5026776711,9934.77631428497
Angle 61,12286.2058462625,9922.63454715612
Angle 61,12302.8952181038,9910.40480907812
Angle 61,12319.5707774091,9898.08719263311
Angle 61,12336.2325082942,9885.68179072871
Angle 61,12352.8803947783,9873.18869659835
Angle 61,12369.5144207872,9860.60800380163
Angle 61,12386.1345701552,9847.93980622454
Angle 61,12402.7408266276,9835.18419807975
Angle 61,12419.333173863,9822.34127390678
Angle 61,12435.9115954359,9809.41112857214
Angle 61,12452.4760748386,9796.39385726951
Angle 61,12469.0265954838,9783.28955551974
Angle 61,12485.563140707,9770.09831917097
Angle 61,12502.0856937685,9756.82024439857
Angle 61,12518.5942378557,9743.45542770516
Angle 61,12535.0887560857,9730.00396592051
Angle 61,12551.5692315069,9716.46595620143
Angle 61,12568.035647102,9702.84149603166
Angle 61,12584.4879857895,9689.13068322165
Angle 61,12600.9262304263,9675.3336159084
Angle 61,12617.3503638097,9661.45039255518
Angle 61,12633.7603686798,9647.48111195123
Angle 61,12650.1562277211,9633.4258732115
Angle 61,12666.5379235654,9619.28477577627
Angle 61,12682.905438793,9605.05791941074
Angle 61,12699.2587559357,9590.7454042047
Angle 61,12715.5978574781,9576.34733057198
Angle 61,12731.9227258603,9561.86379925005
Angle 61,12748.2333434794,9547.2949112995
Angle 61,12764.5296926918,9532.64076810344
Angle 61,12780.8117558154,9517.90147136702
Angle 61,12797.079515131,9503.07712311677
Angle 61,12813.332952885,9488.16782569997
Angle 61,12829.5720512908,9473.17368178402
Angle 61,12845.796792531,9458.09479435572
Angle 61,12862.0071587592,9442.93126672058
Angle 61,12878.2031321021,9427.68320250206
Angle 61,12894.3846946613,9412.35070564078
Angle 61,12910.551828515,9396.93388039377
Angle 61,12926.7045157201,9381.43283133358
Angle 61,12942.842738314,9365.84766334746
Angle 61,12958.9664783164,9350.17848163649
Angle 61,12975.0757177311,9334.42539171463
Angle 61,12991.1704385478,9318.58849940783
Angle 61,13007.2506227438,9302.66791085306
Angle 61,13023.3162522861,9286.6637324973
Angle 61,13039.3673091326,9270.57607109659
Angle 61,13055.4037752343,9254.40503371495
Angle 61,13071.425632537,9238.15072772332
Angle 61,13087.4328629825,9221.81326079854
Angle 61,13103.4254485109,9205.39274092219
Angle 61,13119.4033710619,9188.8892763795
Angle 61,13135.3666125767,9172.30297575817
Angle 61,13151.3151549993,9155.63394794724
Angle 61,13167.2489802786,9138.8823021359
Angle 61,13183.1680703694,9122.04814781223
Angle 61,13199.0724072345,9105.13159476203
Angle 61,13214.9619728461,9088.13275306752
Angle 61,13230.8367491873,9071.05173310611
Angle 61,13246.6967182537,9053.88864554907
Angle 61,13262.5418620551,9036.64360136022
Angle 61,13278.3721626164,9019.31671179464
Angle 61,13294.1876019801,9001.90808839727
Angle 61,13309.9881622068,8984.41784300156
Angle 61,13325.7738253772,8966.84608772812
Angle 61,13341.5445735935,8949.19293498323
Angle 61,13357.3003889807,8931.4584974575
Angle 61,13373.0412536881,8913.64288812438
Angle 61,13388.7671498908,8895.74622023874
Angle 61,13404.4780597909,8877.76860733536
Angle 61,13420.173965619,8859.71016322745
Angle 61,13435.8548496355,8841.57100200517
Angle 61,13451.5206941319,8823.35123803406
Angle 61,13467.1714814325,8805.05098595356
Angle 61,13482.8071938952,8786.67036067539
Angle 61,13498.427813913,8768.20947738204
Angle 61,13514.0333239155,8749.66845152517
Angle 61,13529.6237063699,8731.04739882399
Angle 61,13545.1989437823,8712.34643526367
Angle 61,13560.7590186991,8693.56567709371
Angle 61,13576.3039137082,8674.70524082632
Angle 61,13591.8336114401,8655.76524323473
Angle 61,13607.348094569,8636.74580135154
Angle 61,13622.8473458143,8617.64703246708
Angle 61,13638.3313479418,8598.46905412765
Angle 61,13653.8000837644,8579.21198413387
Angle 61,13669.2535361436,8559.87594053897
Angle 61,13684.6916879908,8540.461041647
Angle 61,13700.114522268,8520.96740601119
Angle 61,13715.5220219891,8501.3951524321
Angle 61,13730.914170221,8481.74439995595
Angle 61,13746.2909500849,8462.01526787277
Angle 61,13761.6523447569,8442.20787571469
Angle 61,13776.9983374694,8422.3223432541
Angle 61,13792.3289115121,8402.35879050188
Angle 61,13807.6440502329,8382.31733770555
Angle 61,13822.9437370392,8362.19810534751
Angle 61,13838.2279553983,8342.00121414316
Angle 61,13853.4966888393,8321.72678503906
Angle 61,13868.7499209532,8301.37493921114
