Simulation:,No Air Resistance
Trajectory,X,Y
Angle 65,7159.15335388748,12495.0759124008
Angle 65,7188.73663220933,12534.8014574934
Angle 65,7218.31991053118,12574.4290025859
Angle 65,7247.90318885302,12613.9585476785
Angle 65,7277.48646717487,12653.3900927711
Angle 65,7307.06974549672,12692.7236378636
Angle 65,7336.65302381857,12731.9591829562
Angle 65,7366.23630214042,12771.0967280488
Angle 65,7395.81958046227,12810.1362731413
Angle 65,7425.40285878412,12849.0778182339
Angle 65,7454.98613710597,12887.9213633264
Angle 65,7484.56941542782,12926.666908419
Angle 65,7514.15269374967,12965.3144535116
Angle 65,7543.73597207152,13003.8639986041
Angle 65,7573.31925039337,13042.3155436967
Angle 65,7602.90252871522,13080.6690887893
Angle 65,7632.48580703707,13118.9246338818
Angle 65,7662.06908535891,13157.0821789744
Angle 65,7691.65236368076,13195.141724067
Angle 65,7721.23564200261,13233.1032691595
Angle 65,7750.81892032446,13270.9668142521
Angle 65,7780.40219864631,13308.7323593447
Angle 65,7809.98547696816,13346.3999044372
Angle 65,7839.56875529001,13383.9694495298
Angle 65,7869.15203361186,13421.4409946224
Angle 65,7898.73531193371,13458.8145397149
Angle 65,7928.31859025556,13496.0900848075
Angle 65,7957.90186857741,13533.2676299
Angle 65,7987.48514689926,13570.3471749926
Angle 65,8017.06842522111,13607.3287200852
Angle 65,8046.65170354296,13644.2122651777
Angle 65,8076.23498186481,13680.9978102703
Angle 65,8105.81826018665,13717.6853553629
Angle 65,8135.4015385085,13754.2749004554
Angle 65,8164.98481683035,13790.766445548
Angle 65,8194.5680951522,13827.1599906406
Angle 65,8224.15137347405,13863.4555357331
Angle 65,8253.7346517959,13899.6530808257
Angle 65,8283.31793011775,13935.7526259183
Angle 65,8312.9012084396,13971.7541710108
Angle 65,8342.48448676144,14007.6577161034
Angle 65,8372.06776508329,14043.463261196
Angle 65,8401.65104340514,14079.1708062885
Angle 65,8431.23432172699,14114.7803513811
Angle 65,8460.81760004884,14150.2918964737
Angle 65,8490.40087837069,14185.7054415662
Angle 65,8519.98415669254,14221.0209866588
Angle 65,8549.56743501438,14256.2385317514
Angle 65,8579.15071333623,14291.3580768439
Angle 65,8608.73399165808,14326.3796219365
Angle 65,8638.31726997993,14361.303167029
Angle 65,8667.90054830178,14396.1287121216
Angle 65,8697.48382662363,14430.8562572142
Angle 65,8727.06710494547,14465.4858023067
Angle 65,8756.65038326732,14500.0173473993
Angle 65,8786.23366158917,14534.4508924919
Angle 65,8815.81693991102,14568.7864375844
Angle 65,8845.40021823287,14603.023982677
Angle 65,8874.98349655472,14637.1635277696
Angle 65,8904.56677487656,14671.2050728621
Angle 65,8934.15005319841,14705.1486179547
Angle 65,8963.73333152026,14738.9941630473
Angle 65,8993.31660984211,14772.7417081398
Angle 65,9022.89988816396,14806.3912532324
Angle 65,9052.48316648581,14839.942798325
Angle 65,9082.06644480766,14873.3963434175
Angle 65,9111.6497231295,14906.7518885101
Angle 65,9141.23300145135,14940.0094336026
Angle 65,9170.8162797732,14973.1689786952
Angle 65,9200.39955809505,15006.2305237878
Angle 65,9229.9828364169,15039.1940688803
Angle 65,9259.56611473875,15072.0596139729
Angle 65,9289.14939306059,15104.8271590655
Angle 65,9318.73267138244,15137.496704158
Angle 65,9348.31594970429,15170.0682492506
Angle 65,9377.89922802614,15202.5417943432
Angle 65,9407.48250634799,15234.9173394357
Angle 65,9437.06578466984,15267.1948845283
Angle 65,9466.64906299168,15299.3744296209
Angle 65,9496.23234131353,15331.4559747134
Angle 65,9525.81561963538,15363.439519806
Angle 65,9555.39889795723,15395.3250648986
Angle 65,9584.98217627908,15427.1126099911
Angle 65,9614.56545460093,15458.8021550837
Angle 65,9644.14873292277,15490.3937001763
Angle 65,9673.73201124462,15521.8872452688
Angle 65,9703.31528956647,15553.2827903614
Angle 65,9732.89856788832,15584.5803354539
Angle 65,9762.48184621017,15615.7798805465
Angle 65,9792.06512453202,15646.8814256391
Angle 65,9821.64840285387,15677.8849707316
Angle 65,9851.23168117571,15708.7905158242
Angle 65,9880.81495949756,15739.5980609168
Angle 65,9910.39823781941,15770.3076060093
Angle 65,9939.98151614126,15800.9191511019
Angle 65,9969.56479446311,15831.4326961945
Angle 65,9999.14807278496,15861.848241287
Angle 65,10028.7313511068,15892.1657863796
Angle 65,10058.3146294287,15922.3853314722
Angle 65,10087.8979077505,15952.5068765647
Angle 65,10117.4811860723,15982.5304216573
Angle 65,10147.0644643942,16012.4559667499
Angle 65,10176.647742716,16042.2835118424
Angle 65,10206.2310210379,16072.013056935
Angle 65,10235.8142993597,16101.6446020275
Angle 65,10265.3975776816,16131.1781471201
Angle 65,10294.9808560034,16160.6136922127
Angle 65,10324.5641343253,16189.9512373052
Angle 65,10354.1474126471,16219.1907823978
Angle 65,10383.730690969,16248.3323274904
Angle 65,10413.3139692908,16277.3758725829
Angle 65,10442.8972476127,16306.3214176755
Angle 65,10472.4805259345,16335.1689627681
Angle 65,10502.0638042564,16363.9185078606
Angle 65,10531.6470825782,16392.5700529532
Angle 65,10561.2303609001,16421.1235980458
Angle 65,10590.8136392219,16449.5791431383
Angle 65,10620.3969175438,16477.9366882309
Angle 65,10649.9801958656,16506.1962333235
Angle 65,10679.5634741875,16534.357778416
Angle 65,10709.1467525093,16562.4213235086
Angle 65,10738.7300308312,16590.3868686011
Angle 65,10768.313309153,16618.2544136937
Angle 65,10797.8965874749,16646.0239587863
Angle 65,10827.4798657967,16673.6955038788
Angle 65,10857.0631441186,16701.2690489714
Angle 65,10886.6464224404,16728.744594064
Angle 65,10916.2297007623,16756.1221391565
Angle 65,10945.8129790841,16783.4016842491
Angle 65,10975.396257406,16810.5832293417
Angle 65,11004.9795357278,16837.6667744342
Angle 65,11034.5628140497,16864.6523195268
Angle 65,11064.1460923715,16891.5398646194
Angle 65,11093.7293706933,16918.3294097119
Angle 65,11123.3126490152,16945.0209548045
Angle 65,11152.895927337,16971.6144998971
Angle 65,11182.4792056589,16998.1100449896
Angle 65,11212.0624839807,17024.5075900822
Angle 65,11241.6457623026,17050.8071351748
Angle 65,11271.2290406244,17077.0086802673
Angle 65,11300.8123189463,17103.1122253599
Angle 65,11330.3955972681,17129.1177704525
Angle 65,11359.97887559,17155.025315545
Angle 65,11389.5621539118,17180.8348606376
Angle 65,11419.1454322337,17206.5464057301
Angle 65,11448.7287105555,17232.1599508227
Angle 65,11478.3119888774,17257.6754959153
Angle 65,11507.8952671992,17283.0930410078
Angle 65,11537.4785455211,17308.4125861004
Angle 65,11567.0618238429,17333.634131193
Angle 65,11596.6451021648,17358.7576762855
Angle 65,11626.2283804866,17383.7832213781
Angle 65,11655.8116588085,17408.7107664707
Angle 65,11685.3949371303,17433.5403115632
Angle 65,11714.9782154522,17458.2718566558
Angle 65,11744.561493774,17482.9054017484
Angle 65,11774.1447720959,17507.4409468409
Angle 65,11803.7280504177,17531.8784919335
Angle 65,11833.3113287396,17556.218037026
Angle 65,11862.8946070614,17580.4595821186
Angle 65,11892.4778853833,17604.6031272112
Angle 65,11922.0611637051,17628.6486723037
Angle 65,11951.644442027,17652.5962173963
Angle 65,11981.2277203488,17676.4457624889
Angle 65,12010.8109986706,17700.1973075814
Angle 65,12040.3942769925,17723.850852674
Angle 65,12069.9775553143,17747.4063977666
Angle 65,12099.5608336362,17770.8639428591
Angle 65,12129.144111958,17794.2234879517
Angle 65,12158.7273902799,17817.4850330443
Angle 65,12188.3106686017,17840.6485781368
Angle 65,12217.8939469236,17863.7141232294
Angle 65,12247.4772252454,17886.681668322
Angle 65,12277.0605035673,17909.5512134145
Angle 65,12306.6437818891,17932.3227585071
Angle 65,12336.227060211,17954.9963035997
Angle 65,12365.8103385328,17977.5718486922
Angle 65,12395.3936168547,18000.0493937848
Angle 65,12424.9768951765,18022.4289388773
Angle 65,12454.5601734984,18044.7104839699
Angle 65,12484.1434518202,18066.8940290625
Angle 65,12513.7267301421,18088.979574155
Angle 65,12543.3100084639,18110.9671192476
Angle 65,12572.8932867858,18132.8566643402
Angle 65,12602.4765651076,18154.6482094327
Angle 65,12632.0598434295,18176.3417545253
Angle 65,12661.6431217513,18197.9372996179
Angle 65,12691.2264000732,18219.4348447104
Angle 65,12720.809678395,18240.834389803
Angle 65,12750.3929567169,18262.1359348956
Angle 65,12779.9762350387,18283.3394799881
Angle 65,12809.5595133606,18304.4450250807
Angle 65,12839.1427916824,18325.4525701733
Angle 65,12868.7260700043,18346.3621152658
Angle 65,12898.3093483261,18367.1736603584
Angle 65,12927.8926266479,18387.8872054509
Angle 65,12957.4759049698,18408.5027505435
Angle 65,12987.0591832916,18429.0202956361
Angle 65,13016.6424616135,18449.4398407286
Angle 65,13046.2257399353,18469.7613858212
Angle 65,13075.8090182572,18489.9849309138
Angle 65,13105.392296579,18510.1104760063
Angle 65,13134.9755749009,18530.1380210989
Angle 65,13164.5588532227,18550.0675661915
Angle 65,13194.1421315446,18569.899111284
Angle 65,13223.7254098664,18589.6326563766
Angle 65,13253.3086881883,18609.2682014692
Angle 65,13282.8919665101,18628.8057465617
Angle 65,13312.475244832,18648.2452916543
Angle 65,13342.0585231538,18667.5868367469
Angle 65,13371.6418014757,18686.8303818394
Angle 65,13401.2250797975,18705.975926932
Angle 65,13430.8083581194,18725.0234720246
Angle 65,13460.3916364412,18743.9730171171
Angle 65,13489.9749147631,18762.8245622097
Angle 65,13519.5581930849,18781.5781073022
Angle 65,13549.1414714068,18800.2336523948
Angle 65,13578.7247497286,18818.7911974874
Angle 65,13608.3080280505,18837.2507425799
Angle 65,13637.8913063723,18855.6122876725
Angle 65,13667.4745846942,18873.8758327651
Angle 65,13697.057863016,18892.0413778576
Angle 65,13726.6411413379,18910.1089229502
Angle 65,13756.2244196597,18928.0784680428
Angle 65,13785.8076979816,18945.9500131353
Angle 65,13815.3909763034,18963.7235582279
Angle 65,13844.9742546252,18981.3991033205
Angle 65,13874.5575329471,18998.976648413
Angle 65,13904.1408112689,19016.4561935056
Angle 65,13933.7240895908,19033.8377385982
Angle 65,13963.3073679126,19051.1212836907
Angle 65,13992.8906462345,19068.3068287833
Angle 65,14022.4739245563,19085.3943738759
Angle 65,14052.0572028782,19102.3839189684
Angle 65,14081.6404812,19119.275464061
Angle 65,14111.2237595219,19136.0690091535
Angle 65,14140.8070378437,19152.7645542461
Angle 65,14170.3903161656,19169.3620993387
Angle 65,14199.9735944874,19185.8616444312
Angle 65,14229.5568728093,19202.2631895238
Angle 65,14259.1401511311,19218.5667346164
Angle 65,14288.723429453,19234.7722797089
Angle 65,14318.3067077748,19250.8798248015
Angle 65,14347.8899860967,19266.8893698941
Angle 65,14377.4732644185,19282.8009149866
Angle 65,14407.0565427404,19298.6144600792
Angle 65,14436.6398210622,19314.3300051718
Angle 65,14466.2230993841,19329.9475502643
Angle 65,14495.8063777059,19345.4670953569
Angle 65,14525.3896560278,19360.8886404494
Angle 65,14554.9729343496,19376.212185542
Angle 65,14584.5562126715,19391.4377306346
Angle 65,14614.1394909933,19406.5652757271
Angle 65,14643.7227693152,19421.5948208197
Angle 65,14673.306047637,19436.5263659123
Angle 65,14702.8893259589,19451.3599110048
Angle 65,14732.4726042807,19466.0954560974
Angle 65,14762.0558826025,19480.73300119
Angle 65,14791.6391609244,19495.2725462825
Angle 65,14821.2224392462,19509.7140913751
Angle 65,14850.8057175681,19524.0576364677
Angle 65,14880.3889958899,19538.3031815602
Angle 65,14909.9722742118,19552.4507266528
Angle 65,14939.5555525336,19566.5002717454
Angle 65,14969.1388308555,19580.4518168379
Angle 65,14998.7221091773,19594.3053619305
Angle 65,15028.3053874992,19608.0609070231
Angle 65,15057.888665821,19621.7184521156
Angle 65,15087.4719441429,19635.2779972082
Angle 65,15117.0552224647,19648.7395423008
Angle 65,15146.6385007866,19662.1030873933
Angle 65,15176.2217791084,19675.3686324859
Angle 65,15205.8050574303,19688.5361775784
Angle 65,15235.3883357521,19701.605722671
Angle 65,15264.971614074,19714.5772677636
Angle 65,15294.5548923958,19727.4508128561
Angle 65,15324.1381707177,19740.2263579487
Angle 65,15353.7214490395,19752.9039030413
Angle 65,15383.3047273614,19765.4834481338
Angle 65,15412.8880056832,19777.9649932264
Angle 65,15442.4712840051,19790.348538319
Angle 65,15472.0545623269,19802.6340834115
Angle 65,15501.6378406488,19814.8216285041
Angle 65,15531.2211189706,19826.9111735967
Angle 65,15560.8043972925,19838.9027186892
Angle 65,15590.3876756143,19850.7962637818
Angle 65,15619.9709539362,19862.5918088743
Angle 65,15649.554232258,19874.2893539669
Angle 65,15679.1375105799,19885.8888990595
Angle 65,15708.7207889017,19897.390444152
Angle 65,15738.3040672235,19908.7939892446
Angle 65,15767.8873455454,19920.0995343372
Angle 65,15797.4706238672,19931.3070794297
Angle 65,15827.0539021891,19942.4166245223
Angle 65,15856.6371805109,19953.4281696149
Angle 65,15886.2204588328,19964.3417147074
Angle 65,15915.8037371546,19975.1572598
Angle 65,15945.3870154765,19985.8748048926
Angle 65,15974.9702937983,19996.4943499851
Angle 65,16004.5535721202,20007.0158950777
Angle 65,16034.136850442,20017.4394401703
Angle 65,16063.7201287639,20027.7649852628
Angle 65,16093.3034070857,20037.9925303554
Angle 65,16122.8866854076,20048.122075448
Angle 65,16152.4699637294,20058.1536205405
Angle 65,16182.0532420513,20068.0871656331
Angle 65,16211.6365203731,20077.9227107257
Angle 65,16241.219798695,20087.6602558182
Angle 65,16270.8030770168,20097.2998009108
Angle 65,16300.3863553387,20106.8413460033
Angle 65,16329.9696336605,20116.2848910959
Angle 65,16359.5529119824,20125.6304361885
Angle 65,16389.1361903042,20134.877981281
Angle 65,16418.7194686261,20144.0275263736
Angle 65,16448.3027469479,20153.0790714662
Angle 65,16477.8860252698,20162.0326165587
Angle 65,16507.4693035916,20170.8881616513
Angle 65,16537.0525819135,20179.6457067439
Angle 65,16566.6358602353,20188.3052518364
Angle 65,16596.2191385572,20196.866796929
Angle 65,16625.802416879,20205.3303420216
Angle 65,16655.3856952009,20213.6958871141
Angle 65,16684.9689735227,20221.9634322067
Angle 65,16714.5522518446,20230.1329772993
Angle 65,16744.1355301664,20238.2045223918
Angle 65,16773.7188084883,20246.1780674844
Angle 65,16803.3020868101,20254.0536125769
Angle 65,16832.885365132,20261.8311576695
Angle 65,16862.4686434538,20269.5107027621
Angle 65,16892.0519217757,20277.0922478546
Angle 65,16921.6352000975,20284.5757929472
Angle 65,16951.2184784194,20291.9613380398
Angle 65,16980.8017567412,20299.2488831323
Angle 65,17010.3850350631,20306.4384282249
Angle 65,17039.9683133849,20313.5299733175
Angle 65,17069.5515917068,20320.52351841
Angle 65,17099.1348700286,20327.4190635026
Angle 65,17128.7181483505,20334.2166085952
Angle 65,17158.3014266723,20340.9161536877
Angle 65,17187.8847049942,20347.5176987803
Angle 65,17217.467983316,20354.0212438729
Angle 65,17247.0512616379,20360.4267889654
Angle 65,17276.6345399597,20366.734334058
Angle 65,17306.2178182816,20372.9438791506
Angle 65,17335.8010966034,20379.0554242431
Angle 65,17365.3843749253,20385.0689693357
Angle 65,17394.9676532471,20390.9845144282
Angle 65,17424.550931569,20396.8020595208
Angle 65,17454.1342098908,20402.5216046134
Angle 65,17483.7174882127,20408.1431497059
Angle 65,17513.3007665345,20413.6666947985
Angle 65,17542.8840448564,20419.0922398911
Angle 65,17572.4673231782,20424.4197849836
Angle 65,17602.0506015001,20429.6493300762
Angle 65,17631.6338798219,20434.7808751688
Angle 65,17661.2171581438,20439.8144202613
Angle 65,17690.8004364656,20444.7499653539
Angle 65,17720.3837147875,20449.5875104465
Angle 65,17749.9669931093,20454.327055539
Angle 65,17779.5502714312,20458.9686006316
Angle 65,17809.133549753,20463.5121457242
Angle 65,17838.7168280749,20467.9576908167
Angle 65,17868.3001063967,20472.3052359093
Angle 65,17897.8833847186,20476.5547810019
Angle 65,17927.4666630404,20480.7063260944
Angle 65,17957.0499413623,20484.759871187
Angle 65,17986.6332196841,20488.7154162795
Angle 65,18016.216498006,20492.5729613721
Angle 65,18045.7997763278,20496.3325064647
Angle 65,18075.3830546497,20499.9940515572
Angle 65,18104.9663329715,20503.5575966498
Angle 65,18134.5496112934,20507.0231417424
Angle 65,18164.1328896152,20510.3906868349
Angle 65,18193.7161679371,20513.6602319275
Angle 65,18223.2994462589,20516.8317770201
Angle 65,18252.8827245808,20519.9053221126
Angle 65,18282.4660029026,20522.8808672052
Angle 65,18312.0492812245,20525.7584122978
Angle 65,18341.6325595463,20528.5379573903
Angle 65,18371.2158378682,20531.2195024829
Angle 65,18400.79911619,20533.8030475755
Angle 65,18430.3823945119,20536.288592668
Angle 65,18459.9656728337,20538.6761377606
Angle 65,18489.5489511556,20540.9656828531
Angle 65,18519.1322294774,20543.1572279457
Angle 65,18548.7155077993,20545.2507730383
Angle 65,18578.2987861211,20547.2463181308
Angle 65,18607.882064443,20549.1438632234
Angle 65,18637.4653427648,20550.943408316
Angle 65,18667.0486210867,20552.6449534085
Angle 65,18696.6318994085,20554.2484985011
Angle 65,18726.2151777304,20555.7540435937
Angle 65,18755.7984560522,20557.1615886862
Angle 65,18785.3817343741,20558.4711337788
Angle 65,18814.9650126959,20559.6826788714
Angle 65,18844.5482910178,20560.7962239639
Angle 65,18874.1315693396,20561.8117690565
Angle 65,18903.7148476615,20562.7293141491
Angle 65,18933.2981259833,20563.5488592416
Angle 65,18962.8814043052,20564.2704043342
Angle 65,18992.464682627,20564.8939494268
Angle 65,19022.0479609489,20565.4194945193
Angle 65,19051.6312392707,20565.8470396119
Angle 65,19081.2145175926,20566.1765847044
Angle 65,19110.7977959144,20566.408129797
Angle 65,19140.3810742363,20566.5416748896
Angle 65,19169.9643525581,20566.5772199821
Angle 65,19199.54763088,20566.5147650747
Angle 65,19229.1309092018,20566.3543101673
Angle 65,19258.7141875237,20566.0958552598
Angle 65,19288.2974658455,20565.7394003524
Angle 65,19317.8807441674,20565.284945445
