Simulation:,No Air Resistance
Trajectory,X,Y
Angle 55,1887.06647559494,2589.07222571078
Angle 55,1927.21682613952,2641.80686881101
Angle 55,1967.36717668409,2694.44351191124
Angle 55,2007.51752722866,2746.98215501147
Angle 55,2047.66787777324,2799.4227981117
Angle 55,2087.81822831781,2851.76544121193
Angle 55,2127.96857886238,2904.01008431216
Angle 55,2168.11892940696,2956.15672741239
Angle 55,2208.26927995153,3008.20537051262
Angle 55,2248.4196304961,3060.15601361285
Angle 55,2288.56998104067,3112.00865671307
Angle 55,2328.72033158525,3163.7632998133
Angle 55,2368.87068212982,3215.41994291353
Angle 55,2409.02103267439,3266.97858601376
Angle 55,2449.17138321897,3318.43922911399
Angle 55,2489.32173376354,3369.80187221422
Angle 55,2529.47208430811,3421.06651531445
Angle 55,2569.62243485269,3472.23315841468
Angle 55,2609.77278539726,3523.30180151491
Angle 55,2649.92313594183,3574.27244461514
Angle 55,2690.0734864864,3625.14508771537
Angle 55,2730.22383703098,3675.9197308156
Angle 55,2770.37418757555,3726.59637391583
Angle 55,2810.52453812012,3777.17501701606
Angle 55,2850.6748886647,3827.65566011629
Angle 55,2890.82523920927,3878.03830321651
Angle 55,2930.97558975384,3928.32294631674
Angle 55,2971.12594029842,3978.50958941697
Angle 55,3011.27629084299,4028.5982325172
Angle 55,3051.42664138756,4078.58887561743
Angle 55,3091.57699193213,4128.48151871766
Angle 55,3131.72734247671,4178.27616181789
Angle 55,3171.87769302128,4227.97280491812
Angle 55,3212.02804356585,4277.57144801835
Angle 55,3252.17839411043,4327.07209111858
Angle 55,3292.328744655,4376.47473421881
Angle 55,3332.47909519957,4425.77937731904
Angle 55,3372.62944574415,4474.98602041927
Angle 55,3412.77979628872,4524.0946635195
Angle 55,3452.93014683329,4573.10530661973
Angle 55,3493.08049737787,4622.01794971996
Angle 55,3533.23084792244,4670.83259282018
Angle 55,3573.38119846701,4719.54923592041
Angle 55,3613.53154901158,4768.16787902064
Angle 55,3653.68189955616,4816.68852212087
Angle 55,3693.83225010073,4865.1111652211
Angle 55,3733.9826006453,4913.43580832133
Angle 55,3774.13295118988,4961.66245142156
Angle 55,3814.28330173445,5009.79109452179
Angle 55,3854.43365227902,5057.82173762202
Angle 55,3894.5840028236,5105.75438072225
Angle 55,3934.73435336817,5153.58902382248
Angle 55,3974.88470391274,5201.3256669227
Angle 55,4015.03505445731,5248.96431002293
Angle 55,4055.18540500189,5296.50495312316
Angle 55,4095.33575554646,5343.94759622339
Angle 55,4135.48610609103,5391.29223932362
Angle 55,4175.63645663561,5438.53888242385
Angle 55,4215.78680718018,5485.68752552408
Angle 55,4255.93715772475,5532.73816862431
Angle 55,4296.08750826933,5579.69081172454
Angle 55,4336.2378588139,5626.54545482477
Angle 55,4376.38820935847,5673.302097925
Angle 55,4416.53855990305,5719.96074102523
Angle 55,4456.68891044762,5766.52138412546
Angle 55,4496.83926099219,5812.98402722569
Angle 55,4536.98961153677,5859.34867032592
Angle 55,4577.13996208134,5905.61531342614
Angle 55,4617.29031262592,5951.78395652637
Angle 55,4657.44066317049,5997.8545996266
Angle 55,4697.59101371506,6043.82724272683
Angle 55,4737.74136425964,6089.70188582706
Angle 55,4777.89171480421,6135.47852892729
Angle 55,4818.04206534878,6181.15717202752
Angle 55,4858.19241589336,6226.73781512775
Angle 55,4898.34276643793,6272.22045822798
Angle 55,4938.4931169825,6317.60510132821
Angle 55,4978.64346752708,6362.89174442844
Angle 55,5018.79381807165,6408.08038752867
Angle 55,5058.94416861622,6453.1710306289
Angle 55,5099.0945191608,6498.16367372912
Angle 55,5139.24486970537,6543.05831682935
Angle 55,5179.39522024994,6587.85495992958
Angle 55,5219.54557079452,6632.55360302981
Angle 55,5259.69592133909,6677.15424613004
Angle 55,5299.84627188366,6721.65688923027
Angle 55,5339.99662242824,6766.0615323305
Angle 55,5380.14697297281,6810.36817543073
Angle 55,5420.29732351738,6854.57681853096
Angle 55,5460.44767406196,6898.68746163119
Angle 55,5500.59802460653,6942.70010473142
Angle 55,5540.74837515111,6986.61474783164
Angle 55,5580.89872569568,7030.43139093187
Angle 55,5621.04907624025,7074.1500340321
Angle 55,5661.19942678483,7117.77067713233
Angle 55,5701.3497773294,7161.29332023256
Angle 55,5741.50012787397,7204.71796333279
Angle 55,5781.65047841855,7248.04460643302
Angle 55,5821.80082896312,7291.27324953325
Angle 55,5861.95117950769,7334.40389263348
Angle 55,5902.10153005227,7377.43653573371
Angle 55,5942.25188059684,7420.37117883394
Angle 55,5982.40223114141,7463.20782193417
Angle 55,6022.55258168599,7505.9464650344
Angle 55,6062.70293223056,7548.58710813462
Angle 55,6102.85328277513,7591.12975123485
Angle 55,6143.00363331971,7633.57439433508
Angle 55,6183.15398386428,7675.92103743531
Angle 55,6223.30433440885,7718.16968053554
Angle 55,6263.45468495343,7760.32032363577
Angle 55,6303.605035498,7802.372966736
Angle 55,6343.75538604258,7844.32760983623
Angle 55,6383.90573658715,7886.18425293646
Angle 55,6424.05608713172,7927.94289603669
Angle 55,6464.2064376763,7969.60353913692
Angle 55,6504.35678822087,8011.16618223714
Angle 55,6544.50713876544,8052.63082533737
Angle 55,6584.65748931002,8093.9974684376
Angle 55,6624.80783985459,8135.26611153783
Angle 55,6664.95819039916,8176.43675463806
Angle 55,6705.10854094374,8217.50939773829
Angle 55,6745.25889148831,8258.48404083852
Angle 55,6785.40924203288,8299.36068393875
Angle 55,6825.55959257746,8340.13932703898
Angle 55,6865.70994312203,8380.81997013921
Angle 55,6905.8602936666,8421.40261323944
Angle 55,6946.01064421118,8461.88725633967
Angle 55,6986.16099475575,8502.2738994399
Angle 55,7026.31134530032,8542.56254254013
Angle 55,7066.4616958449,8582.75318564036
Angle 55,7106.61204638947,8622.84582874059
Angle 55,7146.76239693404,8662.84047184082
Angle 55,7186.91274747862,8702.73711494105
Angle 55,7227.06309802319,8742.53575804128
Angle 55,7267.21344856777,8782.2364011415
Angle 55,7307.36379911234,8821.83904424173
Angle 55,7347.51414965691,8861.34368734196
Angle 55,7387.66450020149,8900.75033044219
Angle 55,7427.81485074606,8940.05897354242
Angle 55,7467.96520129063,8979.26961664265
Angle 55,7508.11555183521,9018.38225974288
Angle 55,7548.26590237978,9057.3969028431
Angle 55,7588.41625292435,9096.31354594333
Angle 55,7628.56660346893,9135.13218904356
Angle 55,7668.7169540135,9173.85283214379
Angle 55,7708.86730455807,9212.47547524402
Angle 55,7749.01765510265,9251.00011834425
Angle 55,7789.16800564722,9289.42676144448
Angle 55,7829.31835619179,9327.75540454471
Angle 55,7869.46870673637,9365.98604764493
Angle 55,7909.61905728094,9404.11869074516
Angle 55,7949.76940782551,9442.15333384539
Angle 55,7989.91975837009,9480.08997694562
Angle 55,8030.07010891466,9517.92862004585
Angle 55,8070.22045945923,9555.66926314608
Angle 55,8110.37081000381,9593.31190624631
Angle 55,8150.52116054838,9630.85654934654
Angle 55,8190.67151109296,9668.30319244677
Angle 55,8230.82186163753,9705.651835547
Angle 55,8270.9722121821,9742.90247864723
Angle 55,8311.12256272667,9780.05512174745
Angle 55,8351.27291327125,9817.10976484768
Angle 55,8391.42326381582,9854.06640794791
Angle 55,8431.57361436039,9890.92505104814
Angle 55,8471.72396490496,9927.68569414837
Angle 55,8511.87431544954,9964.3483372486
Angle 55,8552.02466599411,10000.9129803488
Angle 55,8592.17501653868,10037.3796234491
Angle 55,8632.32536708325,10073.7482665493
Angle 55,8672.47571762783,10110.0189096495
Angle 55,8712.6260681724,10146.1915527498
Angle 55,8752.77641871697,10182.26619585
Angle 55,8792.92676926154,10218.2428389502
Angle 55,8833.07711980612,10254.1214820504
Angle 55,8873.22747035069,10289.9021251507
Angle 55,8913.37782089526,10325.5847682509
Angle 55,8953.52817143984,10361.1694113511
Angle 55,8993.67852198441,10396.6560544514
Angle 55,9033.82887252898,10432.0446975516
Angle 55,9073.97922307355,10467.3353406518
Angle 55,9114.12957361813,10502.527983752
Angle 55,9154.2799241627,10537.6226268523
Angle 55,9194.43027470727,10572.6192699525
Angle 55,9234.58062525184,10607.5179130527
Angle 55,9274.73097579642,10642.318556153
Angle 55,9314.88132634099,10677.0211992532
Angle 55,9355.03167688556,10711.6258423534
Angle 55,9395.18202743013,10746.1324854536
Angle 55,9435.33237797471,10780.5411285539
Angle 55,9475.48272851928,10814.8517716541
Angle 55,9515.63307906385,10849.0644147543
Angle 55,9555.78342960842,10883.1790578546
Angle 55,9595.933780153,10917.1957009548
Angle 55,9636.08413069757,10951.114344055
Angle 55,9676.23448124214,10984.9349871552
Angle 55,9716.38483178671,11018.6576302555
Angle 55,9756.53518233129,11052.2822733557
Angle 55,9796.68553287586,11085.8089164559
Angle 55,9836.83588342043,11119.2375595562
Angle 55,9876.986233965,11152.5682026564
Angle 55,9917.13658450958,11185.8008457566
Angle 55,9957.28693505415,11218.9354888568
Angle 55,9997.43728559872,11251.9721319571
Angle 55,10037.5876361433,11284.9107750573
Angle 55,10077.7379866879,11317.7514181575
Angle 55,10117.8883372324,11350.4940612578
Angle 55,10158.038687777,11383.138704358
Angle 55,10198.1890383216,11415.6853474582
Angle 55,10238.3393888662,11448.1339905585
Angle 55,10278.4897394107,11480.4846336587
Angle 55,10318.6400899553,11512.7372767589
Angle 55,10358.7904404999,11544.8919198591
Angle 55,10398.9407910444,11576.9485629594
Angle 55,10439.091141589,11608.9072060596
Angle 55,10479.2414921336,11640.7678491598
Angle 55,10519.3918426782,11672.5304922601
Angle 55,10559.5421932227,11704.1951353603
Angle 55,10599.6925437673,11735.7617784605
Angle 55,10639.8428943119,11767.2304215607
Angle 55,10679.9932448565,11798.601064661
Angle 55,10720.143595401,11829.8737077612
Angle 55,10760.2939459456,11861.0483508614
Angle 55,10800.4442964902,11892.1249939617
Angle 55,10840.5946470347,11923.1036370619
Angle 55,10880.7449975793,11953.9842801621
Angle 55,10920.8953481239,11984.7669232623
Angle 55,10961.0456986685,12015.4515663626
Angle 55,11001.196049213,12046.0382094628
Angle 55,11041.3463997576,12076.526852563
Angle 55,11081.4967503022,12106.9174956633
Angle 55,11121.6471008468,12137.2101387635
Angle 55,11161.7974513913,12167.4047818637
Angle 55,11201.9478019359,12197.5014249639
Angle 55,11242.0981524805,12227.5000680642
Angle 55,11282.248503025,12257.4007111644
Angle 55,11322.3988535696,12287.2033542646
Angle 55,11362.5492041142,12316.9079973649
Angle 55,11402.6995546588,12346.5146404651
Angle 55,11442.8499052033,12376.0232835653
Angle 55,11483.0002557479,12405.4339266655
Angle 55,11523.1506062925,12434.7465697658
Angle 55,11563.3009568371,12463.961212866
Angle 55,11603.4513073816,12493.0778559662
Angle 55,11643.6016579262,12522.0964990665
Angle 55,11683.7520084708,12551.0171421667
Angle 55,11723.9023590153,12579.8397852669
Angle 55,11764.0527095599,12608.5644283672
Angle 55,11804.2030601045,12637.1910714674
Angle 55,11844.3534106491,12665.7197145676
Angle 55,11884.5037611936,12694.1503576678
Angle 55,11924.6541117382,12722.4830007681
Angle 55,11964.8044622828,12750.7176438683
Angle 55,12004.9548128274,12778.8542869685
Angle 55,12045.1051633719,12806.8929300688
Angle 55,12085.2555139165,12834.833573169
Angle 55,12125.4058644611,12862.6762162692
Angle 55,12165.5562150056,12890.4208593694
Angle 55,12205.7065655502,12918.0675024697
Angle 55,12245.8569160948,12945.6161455699
Angle 55,12286.0072666394,12973.0667886701
Angle 55,12326.1576171839,13000.4194317704
Angle 55,12366.3079677285,13027.6740748706
Angle 55,12406.4583182731,13054.8307179708
Angle 55,12446.6086688176,13081.889361071
Angle 55,12486.7590193622,13108.8500041713
Angle 55,12526.9093699068,13135.7126472715
Angle 55,12567.0597204514,13162.4772903717
Angle 55,12607.2100709959,13189.143933472
Angle 55,12647.3604215405,13215.7125765722
Angle 55,12687.5107720851,13242.1832196724
Angle 55,12727.6611226297,13268.5558627726
Angle 55,12767.8114731742,13294.8305058729
Angle 55,12807.9618237188,13321.0071489731
Angle 55,12848.1121742634,13347.0857920733
Angle 55,12888.2625248079,13373.0664351736
Angle 55,12928.4128753525,13398.9490782738
Angle 55,12968.5632258971,13424.733721374
Angle 55,13008.7135764417,13450.4203644742
Angle 55,13048.8639269862,13476.0090075745
Angle 55,13089.0142775308,13501.4996506747
Angle 55,13129.1646280754,13526.8922937749
Angle 55,13169.31497862,13552.1869368752
Angle 55,13209.4653291645,13577.3835799754
Angle 55,13249.6156797091,13602.4822230756
Angle 55,13289.7660302537,13627.4828661758
Angle 55,13329.9163807982,13652.3855092761
Angle 55,13370.0667313428,13677.1901523763
Angle 55,13410.2170818874,13701.8967954765
Angle 55,13450.367432432,13726.5054385768
Angle 55,13490.5177829765,13751.016081677
Angle 55,13530.6681335211,13775.4287247772
Angle 55,13570.8184840657,13799.7433678775
Angle 55,13610.9688346103,13823.9600109777
Angle 55,13651.1191851548,13848.0786540779
Angle 55,13691.2695356994,13872.0992971781
Angle 55,13731.419886244,13896.0219402784
Angle 55,13771.5702367885,13919.8465833786
Angle 55,13811.7205873331,13943.5732264788
Angle 55,13851.8709378777,13967.2018695791
Angle 55,13892.0212884223,13990.7325126793
Angle 55,13932.1716389668,14014.1651557795
Angle 55,13972.3219895114,14037.4997988797
Angle 55,14012.472340056,14060.73644198
Angle 55,14052.6226906006,14083.8750850802
Angle 55,14092.7730411451,14106.9157281804
Angle 55,14132.9233916897,14129.8583712807
Angle 55,14173.0737422343,14152.7030143809
Angle 55,14213.2240927788,14175.4496574811
Angle 55,14253.3744433234,14198.0983005813
Angle 55,14293.524793868,14220.6489436816
Angle 55,14333.6751444126,14243.1015867818
Angle 55,14373.8254949571,14265.456229882
Angle 55,14413.9758455017,14287.7128729823
Angle 55,14454.1261960463,14309.8715160825
Angle 55,14494.2765465909,14331.9321591827
Angle 55,14534.4268971354,14353.8948022829
Angle 55,14574.57724768,14375.7594453832
Angle 55,14614.7275982246,14397.5260884834
Angle 55,14654.8779487691,14419.1947315836
Angle 55,14695.0282993137,14440.7653746839
Angle 55,14735.1786498583,14462.2380177841
Angle 55,14775.3290004029,14483.6126608843
Angle 55,14815.4793509474,14504.8893039845
Angle 55,14855.629701492,14526.0679470848
Angle 55,14895.7800520366,14547.148590185
Angle 55,14935.9304025811,14568.1312332852
Angle 55,14976.0807531257,14589.0158763855
Angle 55,15016.2311036703,14609.8025194857
Angle 55,15056.3814542149,14630.4911625859
Angle 55,15096.5318047594,14651.0818056861
Angle 55,15136.682155304,14671.5744487864
Angle 55,15176.8325058486,14691.9690918866
Angle 55,15216.9828563932,14712.2657349868
Angle 55,15257.1332069377,14732.4643780871
Angle 55,15297.2835574823,14752.5650211873
Angle 55,15337.4339080269,14772.5676642875
Angle 55,15377.5842585714,14792.4723073878
Angle 55,15417.734609116,14812.278950488
Angle 55,15457.8849596606,14831.9875935882
Angle 55,15498.0353102052,14851.5982366884
Angle 55,15538.1856607497,14871.1108797887
Angle 55,15578.3360112943,14890.5255228889
Angle 55,15618.4863618389,14909.8421659891
Angle 55,15658.6367123835,14929.0608090894
Angle 55,15698.787062928,14948.1814521896
Angle 55,15738.9374134726,14967.2040952898
Angle 55,15779.0877640172,14986.12873839
Angle 55,15819.2381145617,15004.9553814903
Angle 55,15859.3884651063,15023.6840245905
Angle 55,15899.5388156509,15042.3146676907
Angle 55,15939.6891661955,15060.847310791
Angle 55,15979.83951674,15079.2819538912
Angle 55,16019.9898672846,15097.6185969914
Angle 55,16060.1402178292,15115.8572400916
Angle 55,16100.2905683738,15133.9978831919
Angle 55,16140.4409189183,15152.0405262921
Angle 55,16180.5912694629,15169.9851693923
Angle 55,16220.7416200075,15187.8318124926
Angle 55,16260.891970552,15205.5804555928
Angle 55,16301.0423210966,15223.231098693
Angle 55,16341.1926716412,15240.7837417932
Angle 55,16381.3430221858,15258.2383848935
Angle 55,16421.4933727303,15275.5950279937
Angle 55,16461.6437232749,15292.8536710939
Angle 55,16501.7940738195,15310.0143141942
Angle 55,16541.9444243641,15327.0769572944
Angle 55,16582.0947749086,15344.0416003946
Angle 55,16622.2451254532,15360.9082434948
Angle 55,16662.3954759978,15377.6768865951
Angle 55,16702.5458265423,15394.3475296953
Angle 55,16742.6961770869,15410.9201727955
Angle 55,16782.8465276315,15427.3948158958
Angle 55,16822.9968781761,15443.771458996
Angle 55,16863.1472287206,15460.0501020962
Angle 55,16903.2975792652,15476.2307451964
Angle 55,16943.4479298098,15492.3133882967
Angle 55,16983.5982803544,15508.2980313969
Angle 55,17023.7486308989,15524.1846744971
Angle 55,17063.8989814435,15539.9733175974
Angle 55,17104.0493319881,15555.6639606976
Angle 55,17144.1996825326,15571.2566037978
Angle 55,17184.3500330772,15586.7512468981
Angle 55,17224.5003836218,15602.1478899983
Angle 55,17264.6507341664,15617.4465330985
Angle 55,17304.8010847109,15632.6471761987
Angle 55,17344.9514352555,15647.749819299
Angle 55,17385.1017858001,15662.7544623992
Angle 55,17425.2521363447,15677.6611054994
Angle 55,17465.4024868892,15692.4697485997
Angle 55,17505.5528374338,15707.1803916999
Angle 55,17545.7031879784,15721.7930348001
Angle 55,17585.8535385229,15736.3076779003
Angle 55,17626.0038890675,15750.7243210006
Angle 55,17666.1542396121,15765.0429641008
Angle 55,17706.3045901567,15779.263607201
Angle 55,17746.4549407012,15793.3862503013
Angle 55,17786.6052912458,15807.4108934015
Angle 55,17826.7556417904,15821.3375365017
Angle 55,17866.9059923349,15835.1661796019
Angle 55,17907.0563428795,15848.8968227022
Angle 55,17947.2066934241,15862.5294658024
Angle 55,17987.3570439687,15876.0641089026
Angle 55,18027.5073945132,15889.5007520029
Angle 55,18067.6577450578,15902.8393951031
Angle 55,18107.8080956024,15916.0800382033
Angle 55,18147.958446147,15929.2226813035
Angle 55,18188.1087966915,15942.2673244038
Angle 55,18228.2591472361,15955.213967504
Angle 55,18268.4094977807,15968.0626106042
Angle 55,18308.5598483252,15980.8132537045
Angle 55,18348.7101988698,15993.4658968047
Angle 55,18388.8605494144,16006.0205399049
Angle 55,18429.010899959,16018.4771830051
Angle 55,18469.1612505035,16030.8358261054
Angle 55,18509.3116010481,16043.0964692056
Angle 55,18549.4619515927,16055.2591123058
Angle 55,18589.6123021373,16067.3237554061
Angle 55,18629.7626526818,16079.2903985063
Angle 55,18669.9130032264,16091.1590416065
Angle 55,18710.063353771,16102.9296847068
Angle 55,18750.2137043155,16114.602327807
Angle 55,18790.3640548601,16126.1769709072
Angle 55,18830.5144054047,16137.6536140074
Angle 55,18870.6647559493,16149.0322571077
Angle 55,18910.8151064938,16160.3129002079
Angle 55,18950.9654570384,16171.4955433081
Angle 55,18991.115807583,16182.5801864084
Angle 55,19031.2661581276,16193.5668295086
Angle 55,19071.4165086721,16204.4554726088
Angle 55,19111.5668592167,16215.246115709
Angle 55,19151.7172097613,16225.9387588093
Angle 55,19191.8675603058,16236.5334019095
Angle 55,19232.0179108504,16247.0300450097
Angle 55,19272.168261395,16257.42868811
Angle 55,19312.3186119396,16267.7293312102
Angle 55,19352.4689624841,16277.9319743104
Angle 55,19392.6193130287,16288.0366174106
Angle 55,19432.7696635733,16298.0432605109
Angle 55,19472.9200141179,16307.9519036111
Angle 55,19513.0703646624,16317.7625467113
Angle 55,19553.220715207,16327.4751898116
Angle 55,19593.3710657516,16337.0898329118
Angle 55,19633.5214162961,16346.606476012
Angle 55,19673.6717668407,16356.0251191122
Angle 55,19713.8221173853,16365.3457622125
Angle 55,19753.9724679299,16374.5684053127
Angle 55,19794.1228184744,16383.6930484129
Angle 55,19834.273169019,16392.7196915132
Angle 55,19874.4235195636,16401.6483346134
Angle 55,19914.5738701082,16410.4789777136
Angle 55,19954.7242206527,16419.2116208138
Angle 55,19994.8745711973,16427.8462639141
Angle 55,20035.0249217419,16436.3829070143
Angle 55,20075.1752722864,16444.8215501145
Angle 55,20115.325622831,16453.1621932148
Angle 55,20155.4759733756,16461.404836315
Angle 55,20195.6263239202,16469.5494794152
Angle 55,20235.7766744647,16477.5961225154
Angle 55,20275.9270250093,16485.5447656157
Angle 55,20316.0773755539,16493.3954087159
Angle 55,20356.2277260984,16501.1480518161
Angle 55,20396.378076643,16508.8026949164
Angle 55,20436.5284271876,16516.3593380166
Angle 55,20476.6787777322,16523.8179811168
Angle 55,20516.8291282767,16531.178624217
Angle 55,20556.9794788213,16538.4412673173
Angle 55,20597.1298293659,16545.6059104175
Angle 55,20637.2801799105,16552.6725535177
Angle 55,20677.430530455,16559.641196618
Angle 55,20717.5808809996,16566.5118397182
Angle 55,20757.7312315442,16573.2844828184
Angle 55,20797.8815820887,16579.9591259186
Angle 55,20838.0319326333,16586.5357690189
Angle 55,20878.1822831779,16593.0144121191
Angle 55,20918.3326337225,16599.3950552193
Angle 55,20958.482984267,16605.6776983196
Angle 55,20998.6333348116,16611.8623414198
Angle 55,21038.7836853562,16617.94898452
Angle 55,21078.9340359008,16623.9376276203
Angle 55,21119.0843864453,16629.8282707205
Angle 55,21159.2347369899,16635.6209138207
Angle 55,21199.3850875345,16641.3155569209
Angle 55,21239.535438079,16646.9122000212
Angle 55,21279.6857886236,16652.4108431214
Angle 55,21319.8361391682,16657.8114862216
Angle 55,21359.9864897128,16663.1141293219
Angle 55,21400.1368402573,16668.3187724221
Angle 55,21440.2871908019,16673.4254155223
Angle 55,21480.4375413465,16678.4340586225
Angle 55,21520.5878918911,16683.3447017228
Angle 55,21560.7382424356,16688.157344823
Angle 55,21600.8885929802,16692.8719879232
Angle 55,21641.0389435248,16697.4886310235
Angle 55,21681.1892940693,16702.0072741237
Angle 55,21721.3396446139,16706.4279172239
Angle 55,21761.4899951585,16710.7505603241
Angle 55,21801.6403457031,16714.9752034244
Angle 55,21841.7906962476,16719.1018465246
Angle 55,21881.9410467922,16723.1304896248
Angle 55,21922.0913973368,16727.0611327251
Angle 55,21962.2417478814,16730.8937758253
Angle 55,22002.3920984259,16734.6284189255
Angle 55,22042.5424489705,16738.2650620257
Angle 55,22082.6927995151,16741.803705126
Angle 55,22122.8431500596,16745.2443482262
Angle 55,22162.9935006042,16748.5869913264
Angle 55,22203.1438511488,16751.8316344267
Angle 55,22243.2942016934,16754.9782775269
Angle 55,22283.4445522379,16758.0269206271
Angle 55,22323.5949027825,16760.9775637273
Angle 55,22363.7452533271,16763.8302068276
Angle 55,22403.8956038717,16766.5848499278
Angle 55,22444.0459544162,16769.241493028
Angle 55,22484.1963049608,16771.8001361283
Angle 55,22524.3466555054,16774.2607792285
Angle 55,22564.4970060499,16776.6234223287
Angle 55,22604.6473565945,16778.888065429
Angle 55,22644.7977071391,16781.0547085292
Angle 55,22684.9480576837,16783.1233516294
Angle 55,22725.0984082282,16785.0939947296
Angle 55,22765.2487587728,16786.9666378299
Angle 55,22805.3991093174,16788.7412809301
Angle 55,22845.5494598619,16790.4179240303
Angle 55,22885.6998104065,16791.9965671306
Angle 55,22925.8501609511,16793.4772102308
Angle 55,22966.0005114957,16794.859853331
Angle 55,23006.1508620402,16796.1444964313
Angle 55,23046.3012125848,16797.3311395315
Angle 55,23086.4515631294,16798.4197826317
Angle 55,23126.601913674,16799.4104257319
Angle 55,23166.7522642185,16800.3030688322
Angle 55,23206.9026147631,16801.0977119324
Angle 55,23247.0529653077,16801.7943550326
Angle 55,23287.2033158522,16802.3929981328
Angle 55,23327.3536663968,16802.8936412331
Angle 55,23367.5040169414,16803.2962843333
Angle 55,23407.654367486,16803.6009274335
Angle 55,23447.8047180305,16803.8075705338
Angle 55,23487.9550685751,16803.916213634
Angle 55,23528.1054191197,16803.9268567342
Angle 55,23568.2557696643,16803.8394998344
Angle 55,23608.4061202088,16803.6541429347
Angle 55,23648.5564707534,16803.3707860349
Angle 55,23688.706821298,16802.9894291351
Angle 55,23728.8571718425,16802.5100722354
Angle 55,23769.0075223871,16801.9327153356
Angle 55,23809.1578729317,16801.2573584358
Angle 55,23849.3082234763,16800.4840015361
Angle 55,23889.4585740208,16799.6126446363
Angle 55,23929.6089245654,16798.6432877365
Angle 55,23969.75927511,16797.5759308367
Angle 55,24009.9096256546,16796.410573937
Angle 55,24050.0599761991,16795.1472170372
Angle 55,24090.2103267437,16793.7858601374
Angle 55,24130.3606772883,16792.3265032377
Angle 55,24170.5110278328,16790.7691463379
Angle 55,24210.6613783774,16789.1137894381
Angle 55,24250.811728922,16787.3604325383
Angle 55,24290.9620794666,16785.5090756386
Angle 55,24331.1124300111,16783.5597187388
Angle 55,24371.2627805557,16781.512361839
Angle 55,24411.4131311003,16779.3670049393
Angle 55,24451.5634816449,16777.1236480395
Angle 55,24491.7138321894,16774.7822911397
Angle 55,24531.864182734,16772.34293424
Angle 55,24572.0145332786,16769.8055773402
Angle 55,24612.1648838231,16767.1702204404
Angle 55,24652.3152343677,16764.4368635406
Angle 55,24692.4655849123,16761.6055066409
Angle 55,24732.6159354569,16758.6761497411
Angle 55,24772.7662860014,16755.6487928413
Angle 55,24812.916636546,16752.5234359416
Angle 55,24853.0669870906,16749.3000790418
Angle 55,24893.2173376351,16745.978722142
Angle 55,24933.3676881797,16742.5593652422
Angle 55,24973.5180387243,16739.0420083425
Angle 55,25013.6683892689,16735.4266514427
Angle 55,25053.8187398134,16731.7132945429
Angle 55,25093.969090358,16727.9019376432
Angle 55,25134.1194409026,16723.9925807434
Angle 55,25174.2697914472,16719.9852238436
Angle 55,25214.4201419917,16715.8798669438
Angle 55,25254.5704925363,16711.6765100441
Angle 55,25294.7208430809,16707.3751531443
Angle 55,25334.8711936254,16702.9757962445
Angle 55,25375.02154417,16698.4784393448
Angle 55,25415.1718947146,16693.883082445
Angle 55,25455.3222452592,16689.1897255452
Angle 55,25495.4725958037,16684.3983686454
Angle 55,25535.6229463483,16679.5090117457
Angle 55,25575.7732968929,16674.5216548459
Angle 55,25615.9236474375,16669.4362979461
Angle 55,25656.073997982,16664.2529410464
Angle 55,25696.2243485266,16658.9715841466
Angle 55,25736.3746990712,16653.5922272468
Angle 55,25776.5250496157,16648.114870347
Angle 55,25816.6754001603,16642.5395134473
Angle 55,25856.8257507049,16636.8661565475
Angle 55,25896.9761012495,16631.0947996477
Angle 55,25937.126451794,16625.225442748
Angle 55,25977.2768023386,16619.2580858482
Angle 55,26017.4271528832,16613.1927289484
Angle 55,26057.5775034278,16607.0293720486
Angle 55,26097.7278539723,16600.7680151489
Angle 55,26137.8782045169,16594.4086582491
Angle 55,26178.0285550615,16587.9513013493
Angle 55,26218.178905606,16581.3959444496
Angle 55,26258.3292561506,16574.7425875498
Angle 55,26298.4796066952,16567.99123065
Angle 55,26338.6299572398,16561.1418737503
Angle 55,26378.7803077843,16554.1945168505
Angle 55,26418.9306583289,16547.1491599507
Angle 55,26459.0810088735,16540.0058030509
Angle 55,26499.2313594181,16532.7644461512
Angle 55,26539.3817099626,16525.4250892514
Angle 55,26579.5320605072,16517.9877323516
Angle 55,26619.6824110518,16510.4523754519
Angle 55,26659.8327615963,16502.8190185521
Angle 55,26699.9831121409,16495.0876616523
Angle 55,26740.1334626855,16487.2583047525
Angle 55,26780.2838132301,16479.3309478528
Angle 55,26820.4341637746,16471.305590953
Angle 55,26860.5845143192,16463.1822340532
Angle 55,26900.7348648638,16454.9608771535
Angle 55,26940.8852154084,16446.6415202537
Angle 55,26981.0355659529,16438.2241633539
Angle 55,27021.1859164975,16429.7088064541
Angle 55,27061.3362670421,16421.0954495544
Angle 55,27101.4866175866,16412.3840926546
Angle 55,27141.6369681312,16403.5747357548
Angle 55,27181.7873186758,16394.6673788551
Angle 55,27221.9376692204,16385.6620219553
Angle 55,27262.0880197649,16376.5586650555
Angle 55,27302.2383703095,16367.3573081557
Angle 55,27342.3887208541,16358.057951256
Angle 55,27382.5390713986,16348.6605943562
Angle 55,27422.6894219432,16339.1652374564
Angle 55,27462.8397724878,16329.5718805567
Angle 55,27502.9901230324,16319.8805236569
